"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","maritalstatus","gender","yearlyincome","totalchildren","englishoccupation","datefirstpurchase"
11278,614,"AW00011278","Jonathan",NULL,"Phillips","S","M",90000.0,0,"Professional","2020-09-16"
11279,616,"AW00011279","Amanda","S","Cook","M","F",90000.0,0,"Professional","2022-03-03"
11280,626,"AW00011280","Robert",NULL,"Collins","M","M",90000.0,0,"Professional","2022-07-01"
11281,301,"AW00011281","Megan","J","Barnes","S","F",110000.0,4,"Management","2020-09-13"
11282,612,"AW00011282","Christian","A","Thomas","M","M",90000.0,5,"Professional","2020-08-31"
11283,299,"AW00011283","Arturo",NULL,"Lal","M","M",110000.0,1,"Management","2022-05-29"
11284,307,"AW00011284","Theresa",NULL,"Serrano","M","F",110000.0,1,"Management","2022-02-06"
11285,322,"AW00011285","Jeremy","J","Anderson","M","M",120000.0,1,"Professional","2022-07-27"
11286,374,"AW00011286","Hunter","D","Griffin","M","M",170000.0,0,"Management","2020-09-21"
11287,49,"AW00011287","Henry","B","Garcia","M","M",70000.0,5,"Professional","2022-01-29"
11288,301,"AW00011288","Cindy","K","Sanchez","M","F",110000.0,1,"Management","2022-03-05"
11289,315,"AW00011289","Maria","S","Carter","M","F",130000.0,1,"Management","2020-09-08"
11290,334,"AW00011290","Katelyn",NULL,"Sanchez","M","F",130000.0,1,"Management","2020-09-20"
11291,335,"AW00011291","Jenna",NULL,"Wright","M","F",130000.0,1,"Management","2020-09-04"
11292,361,"AW00011292","Seth",NULL,"Phillips","S","M",150000.0,1,"Professional","2020-09-15"
11293,632,"AW00011293","Luke","S","Long","S","M",60000.0,2,"Professional","2022-02-24"
11294,618,"AW00011294","Dalton","P","Clark","M","M",60000.0,2,"Professional","2022-09-25"
11295,311,"AW00011295","Taylor","G","Lewis","S","F",80000.0,2,"Skilled Manual","2020-09-25"
11296,616,"AW00011296","Haley",NULL,"Richardson","S","F",50000.0,2,"Management","2020-09-01"
11297,301,"AW00011297","Noah",NULL,"Coleman","S","M",70000.0,4,"Management","2020-09-26"
11298,307,"AW00011298","Jon",NULL,"Luo","M","M",70000.0,4,"Management","2020-09-12"
11299,301,"AW00011299","Orlando","E","Vazquez","M","M",70000.0,4,"Management","2020-09-26"
11300,54,"AW00011300","Fernando",NULL,"Barnes","M","M",80000.0,5,"Professional","2022-01-31"
11301,607,"AW00011301","Cameron","L","Rodriguez","M","M",80000.0,5,"Professional","2022-06-09"
11302,539,"AW00011302","Spencer",NULL,"Russell","S","M",90000.0,4,"Professional","2020-09-06"
11303,614,"AW00011303","Julia",NULL,"Coleman","S","F",90000.0,4,"Professional","2020-09-02"
11304,547,"AW00011304","Julia","B","Garcia","M","F",100000.0,0,"Professional","2022-03-20"
11305,307,"AW00011305","Sean","A","Evans","M","M",110000.0,3,"Professional","2022-03-25"
11306,312,"AW00011306","Micah","A","Zhou","M","M",110000.0,3,"Professional","2022-06-30"
11307,314,"AW00011307","Hunter","P","Rodriguez","M","M",80000.0,2,"Skilled Manual","2020-09-04"
11308,546,"AW00011308","Ian","T","Gonzales","M","M",60000.0,2,"Professional","2022-09-07"
11309,536,"AW00011309","Victoria",NULL,"Lewis","S","F",60000.0,2,"Professional","2022-07-09"
11310,360,"AW00011310","Erin","A","Sanders","S","F",70000.0,3,"Management","2022-08-12"
11311,626,"AW00011311","Gabrielle","D","Lopez","S","F",70000.0,3,"Management","2022-04-18"
11312,626,"AW00011312","Sara",NULL,"Richardson","S","F",70000.0,3,"Management","2022-05-17"
11313,632,"AW00011313","Trevor",NULL,"Jenkins","S","M",70000.0,3,"Management","2022-05-07"
11314,618,"AW00011314","Mya",NULL,"Flores","S","F",70000.0,3,"Management","2022-02-25"
11315,632,"AW00011315","Hailey","J","Ward","S","F",70000.0,3,"Management","2022-05-20"
11316,51,"AW00011316","Luke",NULL,"Allen","M","M",60000.0,3,"Management","2022-01-12"
11317,548,"AW00011317","Victoria","D","Russell","S","F",40000.0,3,"Professional","2020-09-01"
11318,614,"AW00011318","Jessica",NULL,"Wilson","S","F",40000.0,3,"Professional","2022-10-17"
11319,348,"AW00011319","Jade","E","Bailey","M","F",70000.0,4,"Management","2020-09-09"
11320,325,"AW00011320","Morgan","M","Hill","M","F",80000.0,4,"Management","2022-06-15"
11321,612,"AW00011321","Terrance","D","Raman","M","M",90000.0,5,"Management","2022-02-23"
11322,611,"AW00011322","Sydney",NULL,"Garcia","M","F",90000.0,5,"Management","2022-03-24"
11323,314,"AW00011323","Jose",NULL,"Patterson","S","M",120000.0,2,"Management","2020-09-10"
11324,325,"AW00011324","Zachary",NULL,"Anderson","M","M",90000.0,5,"Management","2020-09-26"
11325,637,"AW00011325","Elijah","E","Ross","S","M",90000.0,5,"Management","2020-09-19"
11326,300,"AW00011326","Rafael","M","Xie","M","M",130000.0,2,"Management","2020-09-15"
11327,301,"AW00011327","Jaime","C","Moreno","M","M",90000.0,5,"Management","2020-09-26"
11328,55,"AW00011328","Julian","M","Griffin","M","M",90000.0,5,"Management","2022-01-05"
11329,311,"AW00011329","Andy",NULL,"Alvarez","S","M",90000.0,5,"Management","2020-09-25"
11330,59,"AW00011330","Ryan","M","Thompson","M","M",110000.0,2,"Management","2022-02-12"
11331,63,"AW00011331","Samantha",NULL,"Jenkins","M","F",90000.0,4,"Skilled Manual","2022-02-07"
11332,153,"AW00011332","Deanna","D","Ramos","S","F",10000.0,1,"Manual","2020-10-15"
11333,261,"AW00011333","Emily","R","Miller","M","F",20000.0,1,"Clerical","2020-03-21"
11334,269,"AW00011334","Nicole",NULL,"Brown","M","F",10000.0,1,"Manual","2020-03-04"
11335,120,"AW00011335","Carla","L","Raman","M","F",10000.0,1,"Manual","2020-10-23"
11336,204,"AW00011336","Shaun",NULL,"Raji","M","M",20000.0,1,"Clerical","2021-09-27"
11337,273,"AW00011337","Jerome",NULL,"Romero","M","M",10000.0,1,"Manual","2020-03-09"
11338,154,"AW00011338","Frank","F","Navarro","M","M",20000.0,1,"Clerical","2020-10-11"
11339,202,"AW00011339","Dennis","M","She","S","M",20000.0,1,"Clerical","2021-10-07"
11340,192,"AW00011340","Melody","C","Munoz","M","F",10000.0,1,"Clerical","2021-10-27"
11341,236,"AW00011341","Randy","A","Zeng","M","M",20000.0,1,"Clerical","2020-04-11"
11342,191,"AW00011342","Marshall","L","Wang","M","M",30000.0,5,"Clerical","2022-07-12"
11343,264,"AW00011343","Arthur","P","Carlson","M","M",10000.0,1,"Manual","2020-04-04"
11344,262,"AW00011344","Jessie",NULL,"Jimenez","M","F",10000.0,1,"Manual","2020-05-13"
11345,224,"AW00011345","Robin",NULL,"Ramos","S","F",10000.0,1,"Manual","2021-10-22"
11346,196,"AW00011346","Deanna","E","Gutierrez","S","F",10000.0,2,"Manual","2021-10-01"
11347,156,"AW00011347","Roy","T","Navarro","M","M",10000.0,2,"Manual","2022-03-16"
11348,151,"AW00011348","Shawn",NULL,"Rai","M","M",10000.0,2,"Manual","2022-03-31"
11349,134,"AW00011349","Mindy","J","Luo","M","F",10000.0,2,"Manual","2023-01-13"
11350,265,"AW00011350","Cara",NULL,"Zhou","M","F",30000.0,1,"Clerical","2022-02-05"
11351,253,"AW00011351","Anne","R","Ramos","S","F",20000.0,1,"Clerical","2020-06-12"
11352,222,"AW00011352","Raymond","A","Rodriguez","M","M",10000.0,2,"Manual","2022-05-01"
11353,271,"AW00011353","Carrie","L","Ortega","S","F",30000.0,1,"Clerical","2020-06-12"
11354,119,"AW00011354","Deanna",NULL,"Suarez","M","F",20000.0,1,"Manual","2022-12-03"
11355,275,"AW00011355","Roberto",NULL,"Gutierrez","M","M",40000.0,1,"Clerical","2022-09-26"
11356,6,"AW00011356","Terrence",NULL,"Carson","S","M",10000.0,0,"Manual","2020-05-10"
11357,21,"AW00011357","Ramon",NULL,"Ye","S","M",10000.0,0,"Manual","2020-06-18"
11358,2,"AW00011358","Cynthia",NULL,"Malhotra","S","F",10000.0,0,"Manual","2020-06-28"
11359,7,"AW00011359","Jarrod",NULL,"Prasad","S","M",10000.0,0,"Manual","2020-06-13"
11360,26,"AW00011360","Tyrone",NULL,"Serrano","S","M",10000.0,0,"Manual","2020-06-27"
11361,10,"AW00011361","Cindy","G","Ramos","M","F",10000.0,0,"Manual","2022-10-01"
11362,33,"AW00011362","Damien","M","Shan","M","M",10000.0,0,"Manual","2022-03-29"
11363,35,"AW00011363","Julian",NULL,"Ross","S","M",10000.0,0,"Manual","2020-06-08"
11364,34,"AW00011364","Jennifer",NULL,"Collins","S","F",10000.0,1,"Manual","2020-06-07"
11365,29,"AW00011365","Brittney",NULL,"Sun","S","F",10000.0,1,"Manual","2020-05-31"
11366,37,"AW00011366","Virginia","R","Patel","M","F",20000.0,0,"Clerical","2022-06-24"
11367,12,"AW00011367","Calvin","J","Nara","M","M",20000.0,0,"Clerical","2022-07-07"
11368,26,"AW00011368","Edward",NULL,"Miller","S","M",10000.0,1,"Manual","2020-06-24"
11369,29,"AW00011369","Ashlee","D","Tang","M","F",20000.0,0,"Clerical","2022-07-05"
11370,38,"AW00011370","Alicia",NULL,"Xu","M","F",20000.0,0,"Clerical","2022-07-13"
11371,26,"AW00011371","Lacey","C","Jai","M","F",20000.0,0,"Clerical","2022-11-07"
11372,20,"AW00011372","Wendy","H","Romero","S","F",20000.0,0,"Clerical","2020-06-07"
11373,135,"AW00011373","Carly","H","Luo","M","F",30000.0,1,"Clerical","2022-08-27"
11374,162,"AW00011374","Jimmy","M","Ortega","S","M",30000.0,1,"Clerical","2022-04-15"
11375,240,"AW00011375","Francisco",NULL,"Martinez","M","M",30000.0,1,"Clerical","2022-10-17"
11376,268,"AW00011376","Lance",NULL,"Vazquez","S","M",40000.0,1,"Clerical","2022-10-15"
11377,161,"AW00011377","David","R.","Robinett","M","M",30000.0,4,"Clerical","2022-02-28"
11378,184,"AW00011378","Shannon",NULL,"Liang","S","F",10000.0,1,"Manual","2021-10-17"
11379,214,"AW00011379","Gary",NULL,"Vazquez","M","M",10000.0,1,"Manual","2021-10-02"
11380,175,"AW00011380","Mitchell","L","Kumar","S","M",20000.0,2,"Manual","2020-10-11"
11381,249,"AW00011381","Meredith",NULL,"Raman","M","F",20000.0,2,"Manual","2020-06-12"
11382,189,"AW00011382","Edward",NULL,"Patterson","M","M",20000.0,2,"Manual","2021-11-03"
11383,206,"AW00011383","Marie",NULL,"Gill","M","F",30000.0,3,"Clerical","2023-01-01"
11384,211,"AW00011384","Tiffany","E","Wang","M","F",30000.0,3,"Clerical","2022-08-02"
11385,279,"AW00011385","Miguel","C","Allen","S","M",30000.0,3,"Clerical","2022-07-06"
11386,127,"AW00011386","Jaclyn",NULL,"Cai","M","F",30000.0,3,"Clerical","2022-11-02"
11387,238,"AW00011387","Megan","C","Ramirez","S","F",40000.0,3,"Clerical","2020-07-26"
11388,279,"AW00011388","Joseph",NULL,"Martin","M","M",40000.0,3,"Clerical","2020-07-03"
11389,130,"AW00011389","Karl","J","Shan","S","M",10000.0,1,"Manual","2022-11-17"
11390,208,"AW00011390","Christine","J","Raji","S","F",10000.0,1,"Manual","2022-11-07"
11391,135,"AW00011391","Lindsay","T","Xie","S","F",10000.0,2,"Manual","2022-10-26"
11392,131,"AW00011392","Willie",NULL,"Zhao","S","M",10000.0,2,"Manual","2022-03-29"
11393,182,"AW00011393","Kurt","B","Pal","S","M",10000.0,2,"Manual","2022-07-16"
11394,259,"AW00011394","George",NULL,"McDonald","S","M",10000.0,2,"Manual","2020-07-04"
11395,118,"AW00011395","Beth","C","Gutierrez","S","F",30000.0,0,"Clerical","2020-11-14"
11396,175,"AW00011396","Ian","G","Lopez","M","M",10000.0,2,"Manual","2022-10-26"
11397,197,"AW00011397","Latoya","R","Shan","S","F",20000.0,0,"Manual","2022-07-07"
11398,261,"AW00011398","Colin","N","Nath","S","M",30000.0,0,"Clerical","2020-07-03"
11399,202,"AW00011399","Brenda","F","Mehta","S","F",30000.0,1,"Clerical","2022-04-13"
11400,251,"AW00011400","Franklin",NULL,"Raji","S","M",40000.0,0,"Clerical","2020-07-15"
11401,204,"AW00011401","Linda",NULL,"Navarro","M","F",40000.0,0,"Clerical","2021-10-28"
11402,183,"AW00011402","Kelli","R","Cai","M","F",40000.0,0,"Clerical","2021-11-07"
11403,179,"AW00011403","Nancy",NULL,"Schmidt","S","F",40000.0,0,"Clerical","2021-10-28"
11404,133,"AW00011404","Megan","E","Taylor","S","F",10000.0,3,"Manual","2022-02-10"
11405,143,"AW00011405","Bonnie",NULL,"Goel","S","F",10000.0,3,"Manual","2022-03-31"
11406,199,"AW00011406","Latoya","L","Xu","M","F",20000.0,2,"Manual","2021-11-04"
11407,170,"AW00011407","Mario",NULL,"She","M","M",20000.0,2,"Manual","2022-06-23"
11408,257,"AW00011408","Darren","M","Gill","M","M",10000.0,2,"Manual","2022-03-05"
11409,208,"AW00011409","Jacqueline","H","Hayes","S","F",10000.0,2,"Manual","2021-11-17"
11410,201,"AW00011410","Maurice",NULL,"Goel","M","M",20000.0,1,"Manual","2021-11-13"
11411,121,"AW00011411","Devin","A","Ross","M","M",80000.0,3,"Professional","2022-08-04"
11412,121,"AW00011412","Sydney","S","Bryant","S","F",80000.0,4,"Professional","2020-11-05"
11413,238,"AW00011413","Megan","L","Stewart","M","F",80000.0,4,"Professional","2020-08-10"
11414,241,"AW00011414","Ian",NULL,"Richardson","S","M",80000.0,4,"Professional","2020-08-13"
11415,127,"AW00011415","Randy","H","She","S","M",90000.0,5,"Professional","2022-08-16"
11416,185,"AW00011416","Katrina",NULL,"Becker","M","F",60000.0,3,"Skilled Manual","2021-11-07"
11417,222,"AW00011417","Lacey","C","Zheng","M","F",70000.0,5,"Professional","2021-11-04"
11418,160,"AW00011418","Rafael","J","Hu","S","M",90000.0,5,"Professional","2022-12-17"
11419,273,"AW00011419","Kyle","D","Scott","M","M",150000.0,3,"Management","2022-03-12"
11420,189,"AW00011420","Jordan","C","Turner","M","M",100000.0,2,"Management","2021-11-01"
11421,172,"AW00011421","Amy","C","Sun","M","F",110000.0,3,"Management","2020-11-03"
11422,268,"AW00011422","Dustin","F","Deng","M","M",170000.0,4,"Management","2020-08-22"
11423,147,"AW00011423","Jasmine",NULL,"Stewart","M","F",80000.0,4,"Professional","2020-12-10"
11424,164,"AW00011424","Pamela","S","Garcia","M","F",80000.0,4,"Professional","2022-04-21"
11425,184,"AW00011425","Ariana","D","Gray","M","F",90000.0,4,"Professional","2021-11-22"
11426,156,"AW00011426","Kristopher",NULL,"Mehta","M","M",110000.0,3,"Management","2022-04-09"
11427,168,"AW00011427","Desiree","S","Dominguez","M","F",110000.0,2,"Professional","2020-12-20"
11428,173,"AW00011428","Deanna",NULL,"Perez","S","F",120000.0,2,"Management","2020-12-05"
11429,218,"AW00011429","Marco",NULL,"Lopez","M","M",80000.0,4,"Professional","2021-12-14"
11430,155,"AW00011430","Casey","K","Yuan","M","F",90000.0,4,"Professional","2022-03-19"
11431,120,"AW00011431","Bryant",NULL,"Garcia","M","M",110000.0,4,"Professional","2020-12-21"
11432,206,"AW00011432","Dominique","L","Prasad","M","F",80000.0,4,"Professional","2021-12-10"
11433,224,"AW00011433","Maurice","M","Shan","M","M",80000.0,5,"Professional","2021-12-02"
11434,274,"AW00011434","Andre",NULL,"Lopez","M","M",170000.0,5,"Professional","2022-06-15"
11435,168,"AW00011435","Robin",NULL,"Romero","S","F",100000.0,3,"Management","2023-01-04"
11436,273,"AW00011436","Taylor",NULL,"Cox","M","F",160000.0,3,"Management","2022-05-22"
11437,190,"AW00011437","Alfredo",NULL,"Moreno","M","M",90000.0,4,"Management","2022-12-19"
11438,162,"AW00011438","Jenny",NULL,"Nara","M","F",130000.0,4,"Management","2022-02-05"
11439,217,"AW00011439","Janet",NULL,"Munoz","M","F",90000.0,4,"Management","2021-11-29"
11440,187,"AW00011440","Sergio","C","Weber","M","M",80000.0,5,"Skilled Manual","2022-03-27"
11441,192,"AW00011441","Erika",NULL,"Gomez","M","F",90000.0,5,"Skilled Manual","2023-01-08"
11442,224,"AW00011442","Joseph","D","Harris","M","M",90000.0,5,"Skilled Manual","2022-09-29"
11443,31,"AW00011443","Grace",NULL,"Griffin","S","F",60000.0,0,"Professional","2020-06-07"
11444,32,"AW00011444","Tina","C","Mehta","M","F",70000.0,0,"Professional","2020-06-01"
11445,15,"AW00011445","Kari","S","Kim","S","F",70000.0,0,"Professional","2020-06-06"
11446,5,"AW00011446","Bethany","K","Chander","S","F",70000.0,0,"Professional","2020-06-18"
11447,25,"AW00011447","Jennifer",NULL,"Roberts","M","F",70000.0,0,"Professional","2020-06-28"
11448,35,"AW00011448","Kyle",NULL,"Patterson","S","M",80000.0,0,"Professional","2020-06-16"
11449,37,"AW00011449","Alvin","E","Hu","M","M",80000.0,0,"Professional","2020-06-19"
11450,28,"AW00011450","Brett",NULL,"Mehta","S","M",130000.0,4,"Management","2020-06-29"
11451,10,"AW00011451","Ruben","L","Muñoz","S","M",70000.0,0,"Professional","2020-07-29"
11452,21,"AW00011452","Erika","A","Rubio","S","F",80000.0,0,"Professional","2020-07-11"
11453,31,"AW00011453","Stanley","H","Malhotra","S","M",80000.0,0,"Professional","2020-07-15"
11454,35,"AW00011454","Melinda",NULL,"Navarro","S","F",80000.0,0,"Professional","2020-07-31"
11455,36,"AW00011455","Ross",NULL,"Sanz","M","M",100000.0,0,"Management","2020-07-01"
11456,17,"AW00011456","Jon","C","Gao","M","M",120000.0,5,"Professional","2020-07-17"
11457,19,"AW00011457","Jaime","C","Gutierrez","M","F",90000.0,0,"Professional","2020-07-17"
11458,16,"AW00011458","Bianca","K","Liu","M","F",100000.0,0,"Management","2022-03-30"
11459,13,"AW00011459","Tasha",NULL,"Deng","S","F",80000.0,0,"Professional","2020-07-27"
11460,33,"AW00011460","Melvin","R","Chande","S","M",90000.0,0,"Professional","2020-07-21"
11461,6,"AW00011461","Victor",NULL,"Jimenez","S","M",90000.0,0,"Professional","2020-07-31"
11462,8,"AW00011462","Laura","L","Lin","M","F",110000.0,0,"Management","2020-07-16"
11463,28,"AW00011463","Alisha","E","Beck","M","F",110000.0,0,"Management","2022-03-05"
11464,38,"AW00011464","Alejandro",NULL,"Huang","M","M",90000.0,0,"Professional","2020-07-22"
11465,23,"AW00011465","Louis",NULL,"Luo","M","M",90000.0,0,"Professional","2020-07-14"
11466,6,"AW00011466","Grant","H","Tang","M","M",150000.0,0,"Management","2022-05-22"
11467,17,"AW00011467","Arturo","C","Zheng","M","M",170000.0,1,"Management","2022-07-31"
11468,278,"AW00011468","Jaclyn",NULL,"Andersen","M","F",40000.0,1,"Skilled Manual","2020-08-08"
11469,278,"AW00011469","Edwin",NULL,"Raji","S","M",10000.0,0,"Manual","2022-08-09"
11470,177,"AW00011470","Jay","C","Suarez","S","M",20000.0,0,"Manual","2021-01-22"
11471,207,"AW00011471","Latasha",NULL,"Suarez","S","F",30000.0,0,"Clerical","2022-05-17"
11472,24,"AW00011472","Kenneth",NULL,"Kumar","S","M",60000.0,3,"Professional","2020-07-26"
11473,221,"AW00011473","Grace","M","Henderson","S","F",20000.0,0,"Manual","2022-06-02"
11474,265,"AW00011474","Melvin","A","Xu","S","M",20000.0,0,"Manual","2022-09-26"
11475,251,"AW00011475","Cesar","L","Subram","S","M",30000.0,0,"Manual","2022-04-23"
11476,241,"AW00011476","Erika","K","Navarro","M","F",40000.0,1,"Skilled Manual","2022-11-01"
11477,127,"AW00011477","Tristan",NULL,"Hughes","S","M",30000.0,0,"Manual","2022-09-25"
11478,218,"AW00011478","Billy","C","Hernandez","S","M",30000.0,0,"Manual","2022-04-19"
11479,182,"AW00011479","Darryl","L","Wu","M","M",40000.0,1,"Skilled Manual","2021-12-05"
11480,224,"AW00011480","Colleen","A","Ma","M","F",40000.0,1,"Skilled Manual","2021-12-25"
11481,156,"AW00011481","Erica",NULL,"Hu","M","F",40000.0,1,"Skilled Manual","2021-01-27"
11482,272,"AW00011482","Adrienne","C","Torres","S","F",30000.0,0,"Manual","2020-09-08"
11483,199,"AW00011483","Calvin","E","Chande","M","M",40000.0,1,"Skilled Manual","2021-12-22"
11484,171,"AW00011484","Erick","L","Sai","S","M",40000.0,2,"Clerical","2021-01-02"
11485,237,"AW00011485","Donald",NULL,"Chandra","M","M",40000.0,2,"Clerical","2020-09-14"
11486,117,"AW00011486","Ariana","F","Rogers","S","F",10000.0,0,"Manual","2022-11-24"
11487,186,"AW00011487","Morgan","C","Jones","S","F",10000.0,0,"Manual","2022-12-15"
11488,256,"AW00011488","Jermaine",NULL,"Lopez","S","M",20000.0,0,"Manual","2020-10-28"
11489,262,"AW00011489","Deborah","S","Goel","S","F",20000.0,0,"Manual","2020-10-28"
11490,217,"AW00011490","Danny",NULL,"Rubio","S","M",20000.0,0,"Manual","2022-04-04"
11491,255,"AW00011491","Andre",NULL,"Perez","M","M",20000.0,0,"Manual","2020-11-07"
11492,115,"AW00011492","Terrence","C","Chander","S","M",30000.0,0,"Manual","2021-02-11"
11493,255,"AW00011493","Dawn","T","Wu","S","F",40000.0,2,"Clerical","2020-11-14"
11494,267,"AW00011494","Jimmy","M","Gutierrez","S","M",40000.0,2,"Clerical","2020-12-23"
11495,154,"AW00011495","Francis",NULL,"Jimenez","S","M",40000.0,2,"Clerical","2022-10-26"
